ID_DEMO,group
330172856,ml_group
140366823,ml_group
100097399,ml_group
330091962,ml_group
330191639,ml_group
100055898,ml_group
430370856,ml_group
800465359,ml_group
130193631,ml_group
800032140,ml_group
400515087,ml_group
140599444,ml_group
400453129,ml_group
100126793,ml_group
100040990,ml_group
140662222,ml_group
300122174,ml_group
140812997,ml_group
140813520,ml_group
700063821,ml_group
200527252,ml_group
100136970,ml_group
530428506,ml_group
140685961,ml_group
300007995,ml_group
730313197,ml_group
700520717,ml_group
300112481,ml_group
140265065,ml_group
630214565,ml_group
140650870,ml_group
530303081,ml_group
140339713,ml_group
140444289,ml_group
730137005,ml_group
730069142,ml_group
140040758,ml_group
230213713,ml_group
630206681,ml_group
430093278,ml_group
140415052,ml_group
140644027,ml_group
500049731,ml_group
730067356,ml_group
140461469,ml_group
530314052,ml_group
530186385,ml_group
500063178,ml_group
130076623,ml_group
140293103,ml_group
140813200,ml_group
140504171,ml_group
140616404,ml_group
600114895,ml_group
800548132,ml_group
140502735,ml_group
140641412,ml_group
140430702,ml_group
430235482,ml_group
500138810,ml_group
140283583,ml_group
600130277,ml_group
140192772,ml_group
300114788,ml_group
140655768,ml_group
630033345,ml_group
200091519,ml_group
200106050,ml_group
140289467,ml_group
140429200,ml_group
140036908,ml_group
140718344,ml_group
100049925,ml_group
140175816,ml_group
700061537,ml_group
140659589,ml_group
430350604,ml_group
730052716,ml_group
140137853,ml_group
230381854,ml_group
400473871,ml_group
200513964,ml_group
500068733,ml_group
140713036,ml_group
140659409,ml_group
730234151,ml_group
140586942,ml_group
140180876,ml_group
140144653,ml_group
100028793,ml_group
140499081,ml_group
140314404,ml_group
140402101,ml_group
300117374,ml_group
530341184,ml_group
140120425,ml_group
200086322,ml_group
140599023,ml_group
200125807,ml_group
140283724,ml_group
230185730,ml_group
140261716,ml_group
700458530,ml_group
600432044,ml_group
